"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	12	54571	Unreliable	Unreliable
	"Baldwin County, AL"	"01003"	31	182265	17.0	16.6
	"Blount County, AL"	"01009"	11	57322	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	13	118572	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	14	49948	Unreliable	Unreliable
	"Colbert County, AL"	"01033"	10	54428	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	10	80406	Unreliable	Unreliable
	"Dale County, AL"	"01045"	10	50251	Unreliable	Unreliable
	"DeKalb County, AL"	"01049"	12	71109	Unreliable	Unreliable
	"Elmore County, AL"	"01051"	12	79303	Unreliable	Unreliable
	"Etowah County, AL"	"01055"	14	104430	Unreliable	Unreliable
	"Houston County, AL"	"01069"	10	101547	Unreliable	Unreliable
	"Jefferson County, AL"	"01073"	70	658466	10.6	10.3
	"Lauderdale County, AL"	"01077"	11	92709	Unreliable	Unreliable
	"Lawrence County, AL"	"01079"	10	34339	Unreliable	Unreliable
	"Lee County, AL"	"01081"	16	140247	Unreliable	Unreliable
	"Madison County, AL"	"01089"	60	334811	17.9	17.3
	"Mobile County, AL"	"01097"	58	412992	14.0	14.1
	"Montgomery County, AL"	"01101"	24	229363	10.5	10.5
	"Morgan County, AL"	"01103"	19	119490	Unreliable	Unreliable
	"St. Clair County, AL"	"01115"	14	83593	Unreliable	Unreliable
	"Shelby County, AL"	"01117"	38	195085	19.5	19.7
	"Tuscaloosa County, AL"	"01125"	23	194656	11.8	11.7
	"Walker County, AL"	"01127"	16	67023	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	59	291826	20.2	19.6
	"Fairbanks North Star Borough, AK"	"02090"	11	97581	Unreliable	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Kenai Peninsula Borough, AK"	"02122"	14	55400	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	17	88995	Unreliable	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wade Hampton Census Area, AK"	"02270"	11	7459	Unreliable	Unreliable
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	33	71518	46.1	50.6
	"Cochise County, AZ"	"04003"	32	131346	24.4	21.9
	"Coconino County, AZ"	"04005"	28	134421	20.8	20.9
	"Maricopa County, AZ"	"04013"	569	3817117	14.9	15.1
	"Mohave County, AZ"	"04015"	61	200186	30.5	30.4
	"Navajo County, AZ"	"04017"	34	107449	31.6	33.7
	"Pima County, AZ"	"04019"	179	980263	18.3	17.3
	"Pinal County, AZ"	"04021"	71	375770	18.9	19.7
	"Yavapai County, AZ"	"04025"	61	211033	28.9	23.2
	"Yuma County, AZ"	"04027"	15	195751	Unreliable	Unreliable
	"Baxter County, AR"	"05005"	15	41513	Unreliable	Unreliable
	"Benton County, AR"	"05007"	33	221339	14.9	15.3
	"Craighead County, AR"	"05031"	11	96443	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	14	113237	Unreliable	Unreliable
	"Garland County, AR"	"05051"	25	96024	26.0	24.0
	"Jefferson County, AR"	"05069"	13	77435	Unreliable	Unreliable
	"Lonoke County, AR"	"05085"	14	68356	Unreliable	Unreliable
	"Pulaski County, AR"	"05119"	67	382748	17.5	17.9
	"Saline County, AR"	"05125"	15	107118	Unreliable	Unreliable
	"Sebastian County, AR"	"05131"	15	125744	Unreliable	Unreliable
	"Washington County, AR"	"05143"	22	203065	10.8	11.9
	"Alameda County, CA"	"06001"	149	1510271	9.9	9.6
	"Amador County, CA"	"06005"	14	38091	Unreliable	Unreliable
	"Butte County, CA"	"06007"	52	220000	23.6	21.7
	"Calaveras County, CA"	"06009"	11	45578	Unreliable	Unreliable
	"Contra Costa County, CA"	"06013"	129	1049025	12.3	11.7
	"El Dorado County, CA"	"06017"	42	181058	23.2	20.4
	"Fresno County, CA"	"06019"	67	930450	7.2	7.6
	"Humboldt County, CA"	"06023"	38	134623	28.2	26.7
	"Kern County, CA"	"06029"	85	839631	10.1	11.0
	"Kings County, CA"	"06031"	10	152982	Unreliable	Unreliable
	"Lake County, CA"	"06033"	18	64665	Unreliable	Unreliable
	"Los Angeles County, CA"	"06037"	844	9818605	8.6	8.5
	"Madera County, CA"	"06039"	25	150865	16.6	17.4
	"Marin County, CA"	"06041"	48	252409	19.0	17.2
	"Mendocino County, CA"	"06045"	26	87841	29.6	25.7
	"Merced County, CA"	"06047"	26	255793	10.2	11.3
	"Monterey County, CA"	"06053"	46	415057	11.1	11.2
	"Napa County, CA"	"06055"	17	136484	Unreliable	Unreliable
	"Nevada County, CA"	"06057"	13	98764	Unreliable	Unreliable
	"Orange County, CA"	"06059"	290	3010232	9.6	9.3
	"Placer County, CA"	"06061"	56	348432	16.1	15.2
