"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	12	55267	Unreliable	Unreliable
	"Baldwin County, AL"	"01003"	35	186717	18.7	17.2
	"Calhoun County, AL"	"01015"	17	117797	Unreliable	Unreliable
	"Cherokee County, AL"	"01019"	10	26057	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	14	80536	Unreliable	Unreliable
	"DeKalb County, AL"	"01049"	12	71375	Unreliable	Unreliable
	"Etowah County, AL"	"01055"	25	104303	24.0	25.4
	"Houston County, AL"	"01069"	12	102369	Unreliable	Unreliable
	"Jackson County, AL"	"01071"	10	53291	Unreliable	Unreliable
	"Jefferson County, AL"	"01073"	89	658931	13.5	13.3
	"Lauderdale County, AL"	"01077"	15	92781	Unreliable	Unreliable
	"Lee County, AL"	"01081"	12	143468	Unreliable	Unreliable
	"Limestone County, AL"	"01083"	10	85369	Unreliable	Unreliable
	"Madison County, AL"	"01089"	45	340111	13.2	12.9
	"Marshall County, AL"	"01095"	15	94166	Unreliable	Unreliable
	"Mobile County, AL"	"01097"	71	412577	17.2	16.9
	"Montgomery County, AL"	"01101"	14	232032	Unreliable	Unreliable
	"Morgan County, AL"	"01103"	20	119953	16.7	16.9
	"St. Clair County, AL"	"01115"	20	84398	23.7	23.5
	"Shelby County, AL"	"01117"	26	197936	13.1	12.6
	"Talladega County, AL"	"01121"	10	81664	Unreliable	Unreliable
	"Tuscaloosa County, AL"	"01125"	24	197211	12.2	12.7
	"Walker County, AL"	"01127"	15	66661	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	42	295570	14.2	14.2
	"Fairbanks North Star Borough, AK"	"02090"	17	99192	Unreliable	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Kenai Peninsula Borough, AK"	"02122"	16	56293	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	14	91946	Unreliable	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	27	72401	37.3	43.4
	"Cochise County, AZ"	"04003"	27	133289	20.3	19.5
	"Coconino County, AZ"	"04005"	31	134511	23.0	23.2
	"Gila County, AZ"	"04007"	11	53144	Unreliable	Unreliable
	"Graham County, AZ"	"04009"	10	37147	Unreliable	Unreliable
	"Maricopa County, AZ"	"04013"	629	3880244	16.2	16.2
	"Mohave County, AZ"	"04015"	70	202351	34.6	34.4
	"Navajo County, AZ"	"04017"	34	107398	31.7	32.2
	"Pima County, AZ"	"04019"	179	989569	18.1	18.0
	"Pinal County, AZ"	"04021"	55	382992	14.4	14.9
	"Yavapai County, AZ"	"04025"	65	211888	30.7	26.4
	"Yuma County, AZ"	"04027"	23	200870	11.5	11.8
	"Benton County, AR"	"05007"	34	227556	14.9	15.5
	"Craighead County, AR"	"05031"	12	98315	Unreliable	Unreliable
	"Crawford County, AR"	"05033"	14	61944	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	15	116342	Unreliable	Unreliable
	"Franklin County, AR"	"05047"	10	18047	Unreliable	Unreliable
	"Garland County, AR"	"05051"	22	97124	22.7	20.3
	"Lonoke County, AR"	"05085"	14	69341	Unreliable	Unreliable
	"Pope County, AR"	"05115"	10	62331	Unreliable	Unreliable
	"Pulaski County, AR"	"05119"	47	386299	12.2	12.3
	"Saline County, AR"	"05125"	16	109526	Unreliable	Unreliable
	"Sebastian County, AR"	"05131"	20	127127	15.7	16.1
	"Washington County, AR"	"05143"	28	207521	13.5	14.5
	"White County, AR"	"05145"	11	78167	Unreliable	Unreliable
	"Alameda County, CA"	"06001"	139	1529875	9.1	8.8
	"Amador County, CA"	"06005"	11	37953	Unreliable	Unreliable
	"Butte County, CA"	"06007"	44	220266	20.0	19.4
	"Calaveras County, CA"	"06009"	18	45052	Unreliable	Unreliable
	"Contra Costa County, CA"	"06013"	121	1066096	11.3	10.8
	"El Dorado County, CA"	"06017"	38	180938	21.0	19.3
	"Fresno County, CA"	"06019"	87	942904	9.2	9.6
	"Humboldt County, CA"	"06023"	30	134761	22.3	21.4
	"Imperial County, CA"	"06025"	17	177057	Unreliable	Unreliable
	"Kern County, CA"	"06029"	101	851710	11.9	12.8
	"Kings County, CA"	"06031"	12	153765	Unreliable	Unreliable
	"Lake County, CA"	"06033"	18	64323	Unreliable	Unreliable
	"Los Angeles County, CA"	"06037"	797	9889056	8.1	7.9
	"Madera County, CA"	"06039"	26	152925	17.0	17.7
	"Marin County, CA"	"06041"	40	255031	15.7	12.7
	"Mendocino County, CA"	"06045"	17	87553	Unreliable	Unreliable
	"Merced County, CA"	"06047"	32	259898	12.3	13.6
	"Monterey County, CA"	"06053"	33	421898	7.8	8.0
	"Napa County, CA"	"06055"	18	138088	Unreliable	Unreliable
	"Nevada County, CA"	"06057"	25	98612	25.4	25.0
	"Orange County, CA"	"06059"	312	3055745	10.2	10.0
	"Placer County, CA"	"06061"	53	357138	14.8	14.7
	"Riverside County, CA"	"06065"	233	2239620	10.4	10.5
	"Sacramento County, CA"	"06067"	178	1436105	12.4	12.1
	"San Bernardino County, CA"	"06071"	204	2065377	9.9	10.2
	"San Diego County, CA"	"06073"	388	3140069	12.4	12.0
	"San Francisco County, CA"	"06075"	107	812826	13.2	12.1
	"San Joaquin County, CA"	"06077"	79	696214	11.3	12.0
	"San Luis Obispo County, CA"	"06079"	48	271969	17.6	16.5
	"San Mateo County, CA"	"06081"	74	727209	10.2	9.1
	"Santa Barbara County, CA"	"06083"	39	426878	9.1	9.8
	"Santa Clara County, CA"	"06085"	168	1809378	9.3	9.1
	"Santa Cruz County, CA"	"06087"	35	264298	13.2	13.4
	"Shasta County, CA"	"06089"	52	177774	29.3	27.2
