"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	12	55514	Unreliable	Unreliable
	"Baldwin County, AL"	"01003"	45	190790	23.6	22.5
	"Blount County, AL"	"01009"	15	57826	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	24	117296	20.5	20.6
	"Coffee County, AL"	"01031"	12	51252	Unreliable	Unreliable
	"DeKalb County, AL"	"01049"	15	71080	Unreliable	Unreliable
	"Houston County, AL"	"01069"	11	103402	Unreliable	Unreliable
	"Jefferson County, AL"	"01073"	90	660009	13.6	13.7
	"Lee County, AL"	"01081"	21	147257	14.3	15.0
	"Limestone County, AL"	"01083"	16	87654	Unreliable	Unreliable
	"Madison County, AL"	"01089"	46	343080	13.4	12.5
	"Marshall County, AL"	"01095"	14	94776	Unreliable	Unreliable
	"Mobile County, AL"	"01097"	67	413936	16.2	16.4
	"Montgomery County, AL"	"01101"	28	230149	12.2	12.1
	"Morgan County, AL"	"01103"	18	120395	Unreliable	Unreliable
	"St. Clair County, AL"	"01115"	16	85237	Unreliable	Unreliable
	"Shelby County, AL"	"01117"	27	200941	13.4	13.6
	"Talladega County, AL"	"01121"	17	81762	Unreliable	Unreliable
	"Tuscaloosa County, AL"	"01125"	16	198596	Unreliable	Unreliable
	"Walker County, AL"	"01127"	18	66221	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	65	298610	21.8	21.1
	"Bethel Census Area, AK"	"02050"	10	17746	Unreliable	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	19	100272	Unreliable	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Kenai Peninsula Borough, AK"	"02122"	16	56900	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	15	93925	Unreliable	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	21	73195	28.7	28.5
	"Cochise County, AZ"	"04003"	30	132088	22.7	21.2
	"Coconino County, AZ"	"04005"	25	136011	18.4	19.0
	"Gila County, AZ"	"04007"	16	53144	Unreliable	Unreliable
	"Maricopa County, AZ"	"04013"	618	3942169	15.7	15.6
	"Mohave County, AZ"	"04015"	65	203334	32.0	28.3
	"Navajo County, AZ"	"04017"	36	107094	33.6	36.4
	"Pima County, AZ"	"04019"	199	992394	20.1	19.0
	"Pinal County, AZ"	"04021"	54	387365	13.9	13.7
	"Yavapai County, AZ"	"04025"	74	212637	34.8	32.5
	"Yuma County, AZ"	"04027"	21	200022	10.5	10.5
	"Baxter County, AR"	"05005"	13	41048	Unreliable	Unreliable
	"Benton County, AR"	"05007"	29	232268	12.5	12.7
